4 4 112 2 0 1 0
4 4 112 0 0 1 -1
4 4 112 0 1 1 -1
4 4 112 1 0 1 -1
4 4 265 0 0 1 0
4 4 265 0 1 1 -1
4 4 265 0 2 1 -1
4 4 265 0 3 1 -1
4 4 265 0 4 1 -1
4 4 265 1 0 1 -1
4 4 265 1 1 1 -1
4 4 265 2 0 1 -1
4 4 17 2 0 1 -1
4 4 17 1 0 1 -1
4 4 103 2 0 1 -1
4 4 103 1 0 1 -1
4 4 114 0 0 1 -1
4 4 114 0 1 1 -1
4 4 114 1 0 1 -1
4 4 114 1 1 1 -1
4 4 114 2 0 1 -1
4 4 114 2 1 1 -1
4 4 144 0 0 1 -1
4 4 144 0 1 1 -1
4 4 144 2 0 1 -1
4 4 144 2 1 1 -1
4 4 144 2 2 1 -1
4 4 144 1 0 1 -1
4 4 147 2 0 1 -1
4 4 147 2 1 1 -1
4 4 147 0 0 1 -1
4 4 261 0 0 1 -1
4 4 261 0 1 1 -1
4 4 261 0 2 1 -1
4 4 261 0 3 1 -1
4 4 261 0 4 1 -1
4 4 261 1 0 1 -1
4 4 261 1 1 1 -1
4 4 261 2 0 1 -1
4 4 261 2 1 1 -1
4 4 261 2 2 1 -1
4 4 261 2 3 1 -1
4 4 261 2 4 1 -1
4 4 276 0 0 1 -1
4 4 276 0 1 1 -1
4 4 276 0 2 1 -1
4 4 276 2 0 1 -1
4 4 23 0 0 1 -1
4 4 23 0 1 1 -1
4 4 23 0 2 1 -1
4 4 95 2 0 1 -1
4 4 95 2 1 1 -1
4 4 95 2 2 1 -1
4 4 95 0 0 1 -1
4 4 137 0 0 1 -1
4 4 137 0 1 1 -1
4 4 137 2 0 1 -1
4 4 137 2 1 1 -1
4 4 137 2 2 1 -1
4 4 171 0 0 1 -1
4 4 293 0 0 1 -1
4 4 293 0 1 1 -1
4 4 293 0 2 1 -1
4 4 293 1 0 1 -1
4 4 97 0 0 1 -1
4 4 97 0 1 1 -1
4 4 97 0 2 1 -1
4 4 97 0 3 1 -1
4 4 97 2 0 1 -1
4 4 97 2 1 1 -1
4 4 97 2 2 1 -1
4 4 141 0 0 1 -1
4 4 141 2 0 1 -1
4 4 141 2 1 1 -1
4 4 141 2 2 1 -1
4 4 69 0 0 1 -1
4 4 69 0 1 1 -1
4 4 69 0 2 1 -1
4 4 213 2 0 1 -1
4 4 213 2 1 1 -1
4 4 213 2 2 1 -1
4 4 213 2 3 1 -1
4 4 213 2 4 1 -1
4 4 213 0 0 1 -1
4 4 213 0 1 1 -1
4 4 213 0 2 1 -1
4 4 213 1 0 1 -1
4 4 213 1 1 1 -1
4 4 213 1 2 1 -1
4 4 213 1 3 1 -1
4 4 10 0 0 1 -1
4 4 10 0 1 1 -1
4 4 10 1 0 1 -1
4 4 10 1 1 1 -1
4 4 10 1 2 1 -1
4 4 10 2 0 1 -1
4 4 212 2 0 1 -1
4 4 212 2 1 1 -1
4 4 212 2 2 1 -1
4 4 212 1 0 1 -1
4 4 212 1 1 1 -1
4 4 212 0 0 1 -1
4 4 81 0 0 1 -1
4 4 81 0 1 1 -1
4 4 81 0 2 1 -1
4 4 81 2 0 1 -1
4 4 92 0 0 1 -1
4 4 92 1 0 1 -1
4 4 127 0 0 1 -1
4 4 127 0 1 1 -1
4 4 127 0 2 1 -1
4 4 127 2 0 1 -1
4 4 127 2 1 1 -1
4 4 127 2 2 1 -1
4 4 215 0 0 1 -1
4 4 221 0 0 1 -1
4 4 242 0 0 1 -1
4 4 242 0 1 1 -1
4 4 242 0 2 1 -1
4 4 242 2 0 1 -1
4 4 242 2 1 1 -1
4 4 242 1 0 1 -1
4 4 19 0 0 1 -1
4 4 19 0 1 1 -1
4 4 19 0 2 1 -1
4 4 19 0 3 1 -1
4 4 19 0 4 1 -1
4 4 19 2 0 1 -1
4 4 19 2 1 1 -1
4 4 19 2 2 1 -1
4 4 19 2 3 1 -1
4 4 19 1 0 1 -1
4 4 62 2 0 1 -1
4 4 62 2 1 1 -1
4 4 62 2 2 1 -1
4 4 62 0 0 1 -1
4 4 62 0 1 1 -1
4 4 146 2 0 1 -1
4 4 146 2 1 2 -1
4 4 146 2 2 1 -1
4 4 146 0 0 1 -1
4 4 146 0 1 1 -1
4 4 170 0 0 1 -1
4 4 170 0 1 1 -1
4 4 170 0 2 1 -1
4 4 170 2 0 1 -1
4 4 170 2 1 1 -1
4 4 180 0 0 1 -1
4 4 180 0 1 1 -1
4 4 180 0 2 1 -1
4 4 180 2 0 1 -1
4 4 180 2 1 1 -1
4 4 294 2 0 1 -1
4 4 294 2 1 1 -1
4 4 294 2 2 1 -1
4 4 294 0 0 1 -1
4 4 294 0 1 1 -1
4 4 294 0 2 1 -1
4 4 294 1 0 1 -1
4 4 66 0 0 1 -1
4 4 66 0 1 1 -1
4 4 66 0 2 1 -1
4 4 66 0 3 2 -1
4 4 66 0 4 1 -1
4 4 66 2 0 1 -1
4 4 66 2 1 1 -1
4 4 66 2 2 1 -1
4 4 86 2 0 1 -1
4 4 86 0 0 1 -1
4 4 172 2 0 1 -1
4 4 172 2 1 1 -1
4 4 172 2 2 1 -1
4 4 172 0 0 1 -1
4 4 172 0 1 1 -1
4 4 245 0 0 1 -1
4 4 245 0 1 1 -1
4 4 245 2 0 1 -1
4 4 245 2 1 1 -1
4 4 245 2 2 1 -1
4 4 245 2 3 1 -1
4 4 245 2 4 1 -1
4 4 245 1 0 1 -1
4 4 245 1 1 1 -1
4 4 245 1 2 1 -1
4 4 285 2 0 1 -1
4 4 289 0 0 1 -1
4 4 289 0 1 1 -1
4 4 289 0 2 1 -1
4 4 289 0 3 2 -1
4 4 289 2 0 1 -1
4 4 289 2 1 1 -1
4 4 289 2 2 1 -1
4 4 289 2 3 1 -1
4 4 289 2 4 1 -1
4 4 289 1 0 1 -1
4 4 291 2 0 1 -1
4 4 291 2 1 1 -1
4 4 291 2 2 1 -1
4 4 291 2 3 1 -1
4 4 119 0 0 1 -1
4 4 119 0 1 1 -1
4 4 119 0 2 1 -1
4 4 119 0 3 1 -1
4 4 119 2 0 1 -1
4 4 119 2 1 1 -1
4 4 260 0 0 1 -1
4 4 260 0 1 1 -1
4 4 260 0 2 1 -1
4 4 260 0 3 1 -1
4 4 260 1 0 1 -1
4 4 260 2 0 1 -1
4 4 260 2 1 1 -1
4 4 260 2 2 1 -1
4 4 260 2 3 1 -1
4 4 260 2 4 1 -1
4 4 14 0 0 1 -1
4 4 14 1 0 1 -1
4 4 14 2 0 1 -1
4 4 68 2 0 1 -1
4 4 68 2 1 1 -1
4 4 68 2 2 1 -1
4 4 68 2 3 1 -1
4 4 68 0 0 1 -1
4 4 68 0 1 1 -1
4 4 151 2 0 1 -1
4 4 151 2 1 1 -1
4 4 151 2 2 1 -1
4 4 151 2 3 1 -1
4 4 151 2 4 1 -1
4 4 151 0 0 1 -1
4 4 151 0 1 1 -1
4 4 151 0 2 1 -1
4 4 154 0 0 1 -1
4 4 154 0 1 1 -1
4 4 154 0 2 1 -1
4 4 154 0 3 1 -1
4 4 154 2 0 1 -1
4 4 154 2 1 1 -1
4 4 154 2 2 1 -1
4 4 154 2 3 1 -1
4 4 154 1 0 1 -1
4 4 159 2 0 1 -1
4 4 159 2 1 1 -1
4 4 159 0 0 1 -1
4 4 273 2 0 1 -1
4 4 273 0 0 1 -1
4 4 273 0 1 1 -1
4 4 208 0 0 1 -1
4 4 120 2 0 1 -1
4 4 120 2 1 1 -1
4 4 120 2 2 1 -1
4 4 120 1 0 1 -1
4 4 32 2 0 1 -1
4 4 32 2 1 1 -1
4 4 32 2 2 1 -1
4 4 32 0 0 1 -1
4 4 32 0 1 1 -1
4 4 94 1 0 1 -1
4 4 94 2 0 1 -1
4 4 249 0 0 1 -1
4 4 249 0 1 1 -1
4 4 249 0 2 2 -1
4 4 249 0 3 1 -1
4 4 249 1 0 1 -1
4 4 249 2 0 1 -1
4 4 249 2 1 1 -1
4 4 274 2 0 1 -1
4 4 274 2 1 1 -1
4 4 274 2 2 1 -1
4 4 274 2 3 1 -1
