48 7 34 3 104
0 0 0 0 0.0
0 0 0 1 0.009615384615384616
0 0 0 2 0.019230769230769232
0 0 1 0 0.009615384615384616
0 0 1 1 0.07692307692307693
0 0 1 2 0.038461538461538464
0 0 2 0 0.019230769230769232
0 0 2 1 0.0673076923076923
0 0 2 2 0.07692307692307693
0 0 3 0 0.019230769230769232
0 0 3 1 0.028846153846153848
0 0 3 2 0.04807692307692308
0 0 4 0 0.009615384615384616
0 0 4 1 0.028846153846153848
0 0 4 2 0.009615384615384616
0 0 5 0 0.009615384615384616
0 0 5 1 0.09615384615384616
0 0 5 2 0.038461538461538464
0 0 6 0 0.009615384615384616
0 0 6 1 0.038461538461538464
0 0 6 2 0.04807692307692308
0 0 7 0 0.07692307692307693
0 0 7 1 0.22115384615384615
0 0 7 2 0.2403846153846154
0 0 8 0 0.038461538461538464
0 0 8 1 0.10576923076923077
0 0 8 2 0.10576923076923077
0 0 9 0 0.0
0 0 9 1 0.019230769230769232
0 0 9 2 0.0
0 0 10 0 0.028846153846153848
0 0 10 1 0.038461538461538464
0 0 10 2 0.028846153846153848
0 0 11 0 0.009615384615384616
0 0 11 1 0.019230769230769232
0 0 11 2 0.028846153846153848
0 0 12 0 0.028846153846153848
0 0 12 1 0.10576923076923077
0 0 12 2 0.0673076923076923
0 0 13 0 0.019230769230769232
0 0 13 1 0.04807692307692308
0 0 13 2 0.038461538461538464
0 0 14 0 0.009615384615384616
0 0 14 1 0.0
0 0 14 2 0.0
0 0 15 0 0.009615384615384616
0 0 15 1 0.0
0 0 15 2 0.028846153846153848
0 0 16 0 0.009615384615384616
0 0 16 1 0.038461538461538464
0 0 16 2 0.019230769230769232
0 0 17 0 0.0
0 0 17 1 0.057692307692307696
0 0 17 2 0.028846153846153848
0 0 18 0 0.038461538461538464
0 0 18 1 0.0673076923076923
0 0 18 2 0.0673076923076923
0 0 19 0 0.0
0 0 19 1 0.009615384615384616
0 0 19 2 0.0
0 0 20 0 0.019230769230769232
0 0 20 1 0.019230769230769232
0 0 20 2 0.08653846153846154
0 0 21 0 0.019230769230769232
0 0 21 1 0.11538461538461539
0 0 21 2 0.057692307692307696
0 0 22 0 0.0
0 0 22 1 0.16346153846153846
0 0 22 2 0.15384615384615385
0 0 23 0 0.028846153846153848
0 0 23 1 0.057692307692307696
0 0 23 2 0.04807692307692308
0 0 24 0 0.019230769230769232
0 0 24 1 0.04807692307692308
0 0 24 2 0.0673076923076923
0 0 25 0 0.07692307692307693
0 0 25 1 0.1346153846153846
0 0 25 2 0.125
0 0 26 0 0.028846153846153848
0 0 26 1 0.125
0 0 26 2 0.15384615384615385
0 0 27 0 0.038461538461538464
0 0 27 1 0.22115384615384615
0 0 27 2 0.14423076923076922
0 0 28 0 0.019230769230769232
0 0 28 1 0.07692307692307693
0 0 28 2 0.057692307692307696
0 0 29 0 0.057692307692307696
0 0 29 1 0.08653846153846154
0 0 29 2 0.09615384615384616
0 0 30 0 0.0
0 0 30 1 0.019230769230769232
0 0 30 2 0.009615384615384616
0 0 31 0 0.0
0 0 31 1 0.009615384615384616
0 0 31 2 0.038461538461538464
0 0 32 0 0.09615384615384616
0 0 32 1 0.3076923076923077
0 0 32 2 0.27884615384615385
0 0 33 0 0.0
0 0 33 1 0.0
0 0 33 2 0.0
0 1 0 0 0.0
0 1 0 1 0.0
0 1 0 2 0.019230769230769232
0 1 1 0 0.028846153846153848
0 1 1 1 0.04807692307692308
0 1 1 2 0.019230769230769232
0 1 2 0 0.028846153846153848
0 1 2 1 0.11538461538461539
0 1 2 2 0.0673076923076923
0 1 3 0 0.038461538461538464
0 1 3 1 0.038461538461538464
0 1 3 2 0.04807692307692308
0 1 4 0 0.019230769230769232
0 1 4 1 0.019230769230769232
0 1 4 2 0.009615384615384616
0 1 5 0 0.019230769230769232
0 1 5 1 0.028846153846153848
0 1 5 2 0.09615384615384616
0 1 6 0 0.009615384615384616
0 1 6 1 0.04807692307692308
0 1 6 2 0.028846153846153848
0 1 7 0 0.07692307692307693
0 1 7 1 0.19230769230769232
0 1 7 2 0.2692307692307692
0 1 8 0 0.028846153846153848
0 1 8 1 0.09615384615384616
0 1 8 2 0.16346153846153846
0 1 9 0 0.0
0 1 9 1 0.0
0 1 9 2 0.019230769230769232
0 1 10 0 0.0
0 1 10 1 0.04807692307692308
0 1 10 2 0.057692307692307696
0 1 11 0 0.009615384615384616
0 1 11 1 0.028846153846153848
0 1 11 2 0.038461538461538464
0 1 12 0 0.019230769230769232
0 1 12 1 0.0673076923076923
0 1 12 2 0.038461538461538464
0 1 13 0 0.0
0 1 13 1 0.028846153846153848
0 1 13 2 0.04807692307692308
0 1 14 0 0.0
0 1 14 1 0.019230769230769232
0 1 14 2 0.009615384615384616
0 1 15 0 0.028846153846153848
0 1 15 1 0.038461538461538464
0 1 15 2 0.0673076923076923
0 1 16 0 0.0
0 1 16 1 0.009615384615384616
0 1 16 2 0.028846153846153848
0 1 17 0 0.009615384615384616
0 1 17 1 0.08653846153846154
0 1 17 2 0.04807692307692308
0 1 18 0 0.04807692307692308
0 1 18 1 0.0673076923076923
0 1 18 2 0.057692307692307696
0 1 19 0 0.0
0 1 19 1 0.028846153846153848
0 1 19 2 0.0
0 1 20 0 0.009615384615384616
0 1 20 1 0.057692307692307696
0 1 20 2 0.028846153846153848
0 1 21 0 0.009615384615384616
0 1 21 1 0.04807692307692308
0 1 21 2 0.08653846153846154
0 1 22 0 0.057692307692307696
0 1 22 1 0.125
0 1 22 2 0.125
